CarName,Price,Year,KilometersDriven,Fuel Type,Location
Hyundai i20,"3,17,000",2012,"42,919 KM",PETROL,"Goregaon, Mumbai"
Maruti IGNIS,"5,04,000",2017,"26,465 KM",PETROL,Mulund
Maruti Wagon R 1.0,"2,74,000",2013,"1,14,540 KM",CNG,"Rupa Renaissance, Navi Mumbai"
Hyundai i20,"3,00,000",2011,"80,600 KM",PETROL,"Goregaon, Mumbai"
Honda City,"9,45,000",2019,"24,122 KM",PETROL,"Goregaon, Mumbai"
Hyundai Elite i20,"5,44,000",2017,"36,831 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai New Elantra,"12,62,000",2019,"43,333 KM",PETROL,"Goregaon, Mumbai"
Hyundai Verna,"7,50,000",2019,"54,732 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai Elite i20,"4,74,000",2014,"16,869 KM",PETROL,"Goregaon, Mumbai"
Maruti Celerio,"3,48,000",2014,"1,03,434 KM",CNG,"Rupa Renaissance, Navi Mumbai"
Honda Amaze,"3,81,000",2014,"57,483 KM",PETROL,Mulund
Maruti Baleno,"5,85,000",2016,"35,961 KM",PETROL,"Goregaon, Mumbai"
Hyundai VENUE,"8,61,000",2019,"1,13,270 KM",PETROL,"Goregaon, Mumbai"
Honda CRV,"5,86,000",2013,"1,01,404 KM",PETROL,Mulund
Maruti Celerio,"3,68,000",2015,"58,728 KM",PETROL,Mulund
Ford Ecosport,"9,29,000",2020,"39,352 KM",DIESEL,"Rupa Renaissance, Navi Mumbai"
Tata TIGOR,"4,37,000",2018,"1,16,384 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti New Wagon-R,"6,87,000",2021,"8,817 KM",PETROL,"Goregaon, Mumbai"
Tata TIGOR,"5,65,000",2021,"42,329 KM",PETROL,Mulund
Hyundai Creta,"9,67,000",2017,"42,736 KM",DIESEL,Mulund
Honda CRV,"9,59,000",2015,"56,171 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Renault Kwid,"4,59,000",2020,"19,481 KM",PETROL,Mulund
Toyota Glanza,"8,99,000",2022,"6,612 KM",CNG,Mulund
Honda WR-V,"6,63,000",2018,"44,113 KM",PETROL,"Goregaon, Mumbai"
Mahindra XUV 3OO,"8,62,000",2019,"69,347 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai Grand i10,"3,96,000",2015,"55,211 KM",PETROL,Mulund
Honda City,"6,04,000",2016,"1,04,023 KM",PETROL,Mulund
Hyundai i20 Active,"5,44,000",2015,"49,905 KM",PETROL,"Goregaon, Mumbai"
Honda Amaze,"7,71,000",2019,"55,103 KM",DIESEL,"Goregaon, Mumbai"
