,Fuel Type,Location,CompanyName,ModelName,Price,Year,KilometersDriven
5918,Diesel,Bangalore,Mahindra,XUV500,1294000.0,2016,54975.0
5919,Petrol,Bangalore,Renault,TRIBER,709000.0,2022,73199.0
5920,Petrol,Bangalore,Honda,Jazz,539000.0,2016,59420.0
5921,Diesel,Bangalore,Hyundai,i20,511000.0,2014,65376.0
5922,Petrol,Bangalore,Maruti,Alto 800,288000.0,2014,35297.0
5923,Petrol,Bangalore,Honda,Jazz,898000.0,2021,23721.0
5924,Petrol,Bangalore,Hyundai,Grand i10,520000.0,2017,56509.0
5925,Petrol,Bangalore,Maruti,Swift,436000.0,2012,65969.0
5926,Petrol,Bangalore,Kia,SELTOS,1348000.0,2019,28117.0
5927,Petrol,Bangalore,Maruti,Alto 800,325000.0,2018,51286.0
5928,Petrol,Bangalore,Hyundai,Creta,843000.0,2017,84287.0
5929,Petrol,Bangalore,Maruti,Swift,633000.0,2018,56410.0
5930,Petrol,Bangalore,Hyundai,Grand i10,466000.0,2014,13653.0
5931,Petrol,Bangalore,Maruti,Wagon R,341000.0,2013,58323.0
5932,Petrol,Bangalore,Datsun,Redi Go,313000.0,2017,33357.0
5933,Petrol,Bangalore,Maruti,Swift,754000.0,2021,5440.0
5934,Petrol,Bangalore,Maruti,Baleno,616000.0,2016,39674.0
5935,Petrol,Delhi,Maruti,Alto,116000.0,2010,50962.0
5936,Petrol,Delhi,Tata,NEXON,740000.0,2020,61698.0
5937,Petrol,Delhi,Hyundai,GRAND I10,599000.0,2019,76421.0
5938,Petrol,Delhi,Maruti,S PRESSO,384000.0,2019,20792.0
5939,Petrol,Delhi,Toyota,Corolla Altis,356000.0,2011,67066.0
5940,Cng,Delhi,Hyundai,AURA,682000.0,2020,67853.0
5941,Diesel,Delhi,Maruti,Vitara Brezza,817000.0,2019,55523.0
5942,Diesel,Delhi,Maruti,Swift,384000.0,2015,117499.0
5943,Diesel,Delhi,Renault,Duster,316000.0,2014,97491.0
5944,Diesel,Delhi,Maruti,Vitara Brezza,790000.0,2019,50767.0
5945,Petrol,Delhi,Maruti,Baleno,471000.0,2019,97494.0
5946,Cng,Delhi,Honda,Amaze,649000.0,2019,43184.0
5947,Cng,Delhi,Maruti,New Wagon-R,459000.0,2019,48404.0
5948,Petrol,Delhi,Hyundai,Elite i20,544000.0,2018,53083.0
5949,Petrol,Delhi,Toyota,Glanza,786000.0,2019,37778.0
5950,Petrol,Delhi,Maruti,Wagon R,260000.0,2014,79204.0
5951,Diesel,Delhi,Maruti,Vitara Brezza,717000.0,2018,30549.0
5952,Petrol,Delhi,Maruti,Alto K10,306000.0,2017,41428.0
5953,Diesel,Delhi,Maruti,Vitara Brezza,724000.0,2019,61307.0
5954,Petrol,Delhi,Maruti,Wagon R,181000.0,2010,61569.0
5955,Petrol,Delhi,Honda,Amaze,646000.0,2019,37783.0
5956,Diesel,Delhi,Ford,Ecosport,636000.0,2018,79371.0
5957,Petrol,Delhi,Maruti,Swift,536000.0,2020,44817.0
5958,Petrol,Delhi,Maruti,Alto K10,248000.0,2014,47899.0
5959,Petrol,Delhi,Maruti,Swift,569000.0,2018,34966.0
5960,Petrol,Delhi,Maruti,Alto 800,249000.0,2016,89634.0
5961,Petrol,Delhi,Maruti,Alto K10,298000.0,2016,32031.0
5962,Petrol,Delhi,Hyundai,Elite i20,582000.0,2017,81711.0
5963,Petrol,Delhi,Maruti,Swift,567000.0,2018,64216.0
5964,Petrol,Delhi,Maruti,Alto 800,321400.0,2017,25868.0
5965,Petrol,Delhi,Hyundai,Grand i10,393000.0,2017,92995.0
5966,Diesel,Delhi,Maruti,Swift,611000.0,2018,66434.0
5967,Petrol,Delhi,Maruti,Alto K10,305000.0,2017,47967.0
5968,Petrol,Delhi,Maruti,Baleno,597000.0,2019,50555.0
5969,Petrol,Delhi,Hyundai,Elite i20,611000.0,2018,54617.0
5970,Petrol,Delhi,Maruti,Swift,373000.0,2013,77946.0
5971,Petrol,Delhi,Maruti,Baleno,619000.0,2019,47644.0
5972,Cng,Delhi,Maruti,Celerio,399000.0,2018,84043.0
5973,Diesel,Delhi,Maruti,Ciaz,806000.0,2019,92089.0
5974,Cng,Delhi,Honda,Amaze,604000.0,2019,67773.0
5975,Petrol,Delhi,Renault,Kwid,457000.0,2019,15922.0
5976,Cng,Delhi,Toyota,Etios Liva,517000.0,2019,82515.0
5977,Petrol,Delhi,Hyundai,Verna,394000.0,2014,94348.0
5978,Petrol,Delhi,Maruti,Celerio X,480000.0,2019,20802.0
5979,Petrol,Delhi,Maruti,Swift,461000.0,2017,102887.0
5980,Cng,Delhi,Maruti,New Wagon-R,492000.0,2020,76171.0
5981,Petrol,Delhi,Maruti,Swift Dzire,413000.0,2014,108939.0
5982,Petrol,Delhi,Maruti,Alto 800,281000.0,2016,98428.0
5983,Diesel,Delhi,Maruti,Swift,391000.0,2014,44060.0
5984,Petrol,Delhi,Hyundai,Elite i20,634000.0,2018,30206.0
5985,Cng,Delhi,Maruti,Celerio,359000.0,2017,93026.0
5986,Cng,Delhi,Maruti,Celerio,462000.0,2019,112479.0
5987,Petrol,Delhi,Hyundai,Elite i20,642000.0,2018,77753.0
5988,Cng,Delhi,Maruti,New Wagon-R,516000.0,2021,77064.0
5989,Petrol,Delhi,Hyundai,Creta,1035000.0,2019,26704.0
5990,Petrol,Delhi,Maruti,Swift,533000.0,2019,74150.0
5991,Petrol,Delhi,Honda,WR-V,596000.0,2018,27235.0
5992,Diesel,Delhi,Ford,Ecosport,644000.0,2018,99668.0
5993,Petrol,Delhi,Renault,TRIBER,575000.0,2019,30714.0
5994,Cng,Delhi,Maruti,S PRESSO,439000.0,2021,58737.0
5995,Diesel,Delhi,Maruti,Swift,325000.0,2014,68744.0
5996,Petrol,Delhi,Hyundai,i10,156200.0,2011,62026.0
5997,Cng,Delhi,Hyundai,AURA,766000.0,2021,47673.0
5998,Petrol,Delhi,Honda,City,294000.0,2011,63547.0
5999,Diesel,Delhi,Honda,WR-V,862000.0,2020,61360.0
6000,Diesel,Delhi,Tata,NEXON,828000.0,2021,57097.0
6001,Petrol,Delhi,Hyundai,Creta,989000.0,2018,60036.0
6002,Petrol,Delhi,Renault,Duster,648000.0,2018,93282.0
6003,Petrol,Delhi,Hyundai,i10,228000.0,2012,54346.0
6004,Petrol,Delhi,Maruti,IGNIS,482000.0,2017,29406.0
6005,Petrol,Delhi,Maruti,Alto 800,193000.0,2013,47294.0
6006,Petrol,Delhi,Tata,NEXON,663000.0,2020,23358.0
6007,Petrol,Delhi,Renault,Kwid,399000.0,2020,18229.0
6008,Diesel,Delhi,Toyota,Innova Crysta,1821000.0,2018,53294.0
6009,Petrol,Delhi,Renault,Kiger,823000.0,2021,6835.0
6010,Petrol,Delhi,Honda,City,904000.0,2017,63782.0
6011,Cng,Delhi,Maruti,Wagon R,210000.0,2011,49855.0
6012,Petrol,Delhi,Hyundai,i20 Active,525000.0,2017,60915.0
6013,Petrol,Delhi,Maruti,Baleno,516000.0,2019,49461.0
6014,Petrol,Delhi,Maruti,Alto,131000.0,2011,107439.0
6015,Petrol,Delhi,Honda,Amaze,647000.0,2020,38872.0
6016,Diesel,Delhi,Volkswagen,Vento,846000.0,2019,52858.0
6017,Petrol,Delhi,Hyundai,Xcent,684000.0,2018,12880.0
6018,Petrol,Delhi,Maruti,Dzire,631000.0,2018,21912.0
6019,Cng,Delhi,Honda,City,680000.0,2016,106280.0
6020,Petrol,Delhi,Maruti,Wagon R,295000.0,2013,82031.0
6021,Diesel,Delhi,Honda,Amaze,559000.0,2018,88884.0
6022,Cng,Delhi,Maruti,Zen Estilo,184000.0,2011,94270.0
6023,Petrol,Delhi,Honda,City,235000.0,2010,71739.0
6024,Petrol,Delhi,Renault,TRIBER,542000.0,2021,36758.0
6025,Petrol,Delhi,Maruti,Alto 800,198000.0,2013,76659.0
6026,Petrol,Delhi,Honda,Amaze,709000.0,2022,29183.0
6027,Petrol,Delhi,Honda,City,969000.0,2019,86979.0
6028,Petrol,Delhi,Honda,WR-V,630000.0,2019,68714.0
6029,Diesel,Delhi,Hyundai,Creta,1345000.0,2020,36272.0
6030,Petrol,Delhi,Tata,Tiago,478000.0,2021,39232.0
6031,Cng,Delhi,Maruti,Celerio,411000.0,2018,106848.0
6032,Petrol,Delhi,Renault,Kwid,245000.0,2017,67522.0
6033,Petrol,Delhi,Maruti,IGNIS,638000.0,2020,23051.0
6034,Petrol,Delhi,Maruti,IGNIS,473000.0,2017,61305.0
6035,Petrol,Delhi,Maruti,Alto,358000.0,2020,28756.0
6036,Petrol,Delhi,Nissan,Micra Active,310000.0,2018,58866.0
6037,Petrol,Delhi,Maruti,Wagon R,234000.0,2012,50979.0
6038,Diesel,Delhi,Kia,SELTOS,1308000.0,2020,99403.0
6039,Petrol,Delhi,Hyundai,i20,218400.0,2010,45708.0
6040,Petrol,Delhi,Honda,WR-V,666000.0,2017,81684.0
6041,Petrol,Delhi,Ford,Ecosport,782000.0,2018,30047.0
6042,Cng,Delhi,Maruti,Ciaz,654000.0,2018,44210.0
6043,Petrol,Delhi,Hyundai,Elite i20,453000.0,2015,118957.0
6044,Petrol,Delhi,Honda,City,704000.0,2018,21452.0
6045,Petrol,Delhi,Renault,Kwid,294000.0,2017,67405.0
6046,Diesel,Delhi,Skoda,Rapid,767000.0,2018,73603.0
6047,Cng,Delhi,Maruti,Wagon R,291000.0,2013,39173.0
6048,Cng,Delhi,Maruti,Alto 800,318000.0,2018,68588.0
6049,Petrol,Delhi,Honda,City,601000.0,2016,33570.0
6050,Petrol,Delhi,Hyundai,i20,292000.0,2013,64743.0
6051,Petrol,Delhi,Maruti,Baleno,466000.0,2017,85782.0
6052,Petrol,Delhi,Maruti,Wagon R,242000.0,2013,77151.0
6053,Diesel,Delhi,Tata,Harrier,1211000.0,2019,71440.0
6054,Petrol,Delhi,Hyundai,Elite i20,408000.0,2015,100315.0
6055,Petrol,Delhi,Datsun,Go Plus,462000.0,2019,27561.0
6056,Petrol,Delhi,Datsun,Go,337000.0,2018,35600.0
6057,Petrol,Delhi,Maruti,Swift,541000.0,2019,13474.0
6058,Petrol,Delhi,Toyota,Glanza,692000.0,2021,25009.0
6059,Petrol,Delhi,Honda,City,1242400.0,2021,7936.0
6060,Petrol,Delhi,Hyundai,Grand i10,389000.0,2016,43216.0
6061,Cng,Delhi,Hyundai,AURA,708000.0,2021,42682.0
6062,Petrol,Delhi,Hyundai,i10,163000.0,2011,104145.0
6063,Diesel,Delhi,Maruti,Dzire,571000.0,2018,91932.0
6064,Cng,Delhi,Toyota,Corolla Altis,334000.0,2011,53670.0
6065,Petrol,Delhi,Datsun,Redi Go,264000.0,2019,10777.0
6066,Petrol,Delhi,Honda,Amaze,413000.0,2017,84056.0
6067,Petrol,Delhi,Maruti,Baleno,657000.0,2019,63534.0
6068,Diesel,Delhi,Honda,WR-V,740000.0,2019,51286.0
6069,Petrol,Delhi,Hyundai,VENUE,932000.0,2020,57163.0
6070,Petrol,Delhi,Hyundai,i20,221000.0,2011,73041.0
6071,Petrol,Delhi,Toyota,Glanza,658000.0,2020,69492.0
6072,Diesel,Delhi,Honda,WR-V,584000.0,2018,51594.0
6073,Petrol,Delhi,Maruti,Swift,222000.0,2011,76904.0
6074,Petrol,Delhi,Maruti,Ciaz,632000.0,2016,31761.0
6075,Petrol,Delhi,Hyundai,Grand i10,325000.0,2015,90609.0
6076,Petrol,Delhi,Renault,TRIBER,724000.0,2022,7032.0
6077,Petrol,Delhi,Maruti,Swift,186000.0,2010,88898.0
6078,Petrol,Delhi,Honda,Brio,238000.0,2013,70498.0
6079,Petrol,Delhi,Hyundai,i10,160000.0,2010,61063.0
6080,Petrol,Delhi,Honda,City,317000.0,2012,67064.0
6081,Petrol,Delhi,Maruti,Swift,472000.0,2016,51141.0
6082,Petrol,Delhi,Maruti,Ciaz,590000.0,2017,40049.0
6083,Petrol,Delhi,Renault,TRIBER,502000.0,2020,110490.0
6084,Diesel,Delhi,Volkswagen,Vento,718000.0,2018,105792.0
6085,Petrol,Delhi,Maruti,Ciaz,508000.0,2016,52971.0
6086,Petrol,Delhi,Maruti,Baleno,489000.0,2016,20755.0
6087,Diesel,Delhi,Toyota,Innova Crysta,1608000.0,2018,71914.0
6088,Petrol,Delhi,Honda,Amaze,534000.0,2018,47914.0
6089,Petrol,Delhi,Hyundai,Grand i10,417000.0,2016,55215.0
6090,Petrol,Delhi,Tata,NEXON,1052000.0,2022,10978.0
6091,Petrol,Delhi,Hyundai,Elite i20,500000.0,2016,69252.0
6092,Petrol,Delhi,Maruti,Swift Dzire,488000.0,2017,58225.0
6093,Petrol,Delhi,Maruti,Ciaz,805000.0,2018,75831.0
6094,Petrol,Delhi,Maruti,Alto,372000.0,2021,22928.0
6095,Petrol,Delhi,Kia,SELTOS,1077000.0,2020,62670.0
6096,Petrol,Delhi,Maruti,Baleno,422000.0,2016,73102.0
6097,Petrol,Delhi,Maruti,Wagon R,142000.0,2010,80982.0
6098,Petrol,Delhi,Hyundai,Grand i10,422000.0,2016,52884.0
6099,Petrol,Delhi,Maruti,Celerio,390000.0,2016,22761.0
6100,Cng,Delhi,Maruti,Ciaz,528000.0,2016,85765.0
6101,Petrol,Delhi,Maruti,BREZZA,1199800.0,2023,12072.0
6102,Petrol,Delhi,Jeep,Compass,1555000.0,2019,23690.0
6103,Petrol,Delhi,Maruti,S Cross,1010000.0,2020,6260.0
6104,Petrol,Delhi,Hyundai,VENUE,1045000.0,2019,21997.0
6105,Petrol,Delhi,Maruti,Swift Dzire,337600.0,2014,57567.0
6106,Petrol,Delhi,Maruti,Wagon R,291000.0,2013,38106.0
6107,Petrol,Delhi,Hyundai,Verna,605000.0,2016,50206.0
6108,Petrol,Delhi,Renault,Kiger,927000.0,2022,13419.0
6109,Diesel,Delhi,Volkswagen,Ameo,693000.0,2018,52041.0
6110,Petrol,Delhi,Maruti,Celerio,445000.0,2018,19717.0
6111,Petrol,Delhi,Renault,Kwid,462000.0,2020,22475.0
6112,Petrol,Delhi,Hyundai,i10,141000.0,2010,55856.0
6113,Petrol,Delhi,Maruti,Baleno,481000.0,2016,84522.0
6114,Diesel,Delhi,Tata,NEXON,887000.0,2020,49718.0
6115,Diesel,Delhi,Maruti,Vitara Brezza,763000.0,2019,20806.0
6116,Petrol,Delhi,Honda,Brio,431000.0,2016,30752.0
6117,Cng,Delhi,Hyundai,Elite i20,573000.0,2017,66802.0
6118,Petrol,Delhi,Maruti,Baleno,562000.0,2017,18463.0
6119,Petrol,Delhi,Honda,Amaze,641000.0,2021,16056.0
6120,Petrol,Delhi,Maruti,Ciaz,766000.0,2018,63816.0
6121,Petrol,Delhi,Maruti,Dzire,527000.0,2018,48162.0
6122,Petrol,Delhi,Tata,NEXON,658000.0,2019,69317.0
6123,Petrol,Delhi,Maruti,Swift,531000.0,2019,37400.0
6124,Diesel,Delhi,Maruti,Vitara Brezza,792000.0,2019,102511.0
6125,Cng,Delhi,Maruti,Wagon R,322000.0,2017,60482.0
6126,Petrol,Delhi,Maruti,Baleno,488000.0,2017,22956.0
6127,Petrol,Delhi,Maruti,Wagon R,181000.0,2011,75861.0
6128,Petrol,Delhi,Volkswagen,Vento,249000.0,2010,74369.0
6129,Petrol,Delhi,Honda,Amaze,445000.0,2017,31433.0
6130,Petrol,Delhi,Maruti,Baleno,672000.0,2020,20856.0
6131,Petrol,Delhi,Maruti,Swift,550000.0,2019,32501.0
6132,Diesel,Delhi,Maruti,Vitara Brezza,744000.0,2018,69943.0
6133,Cng,Delhi,Maruti,New Wagon-R,451000.0,2019,97574.0
6134,Petrol,Delhi,Maruti,Celerio,364000.0,2016,98397.0
6135,Petrol,Delhi,Maruti,Swift,426000.0,2016,58408.0
6136,Diesel,Delhi,Jeep,Compass,1515000.0,2019,8541.0
6137,Petrol,Delhi,Renault,Kwid,548000.0,2022,16209.0
6138,Petrol,Delhi,Maruti,XL6,910000.0,2019,61577.0
6139,Petrol,Delhi,Honda,City,606000.0,2015,71136.0
6140,Petrol,Delhi,Maruti,Ciaz,757000.0,2018,39325.0
6141,Diesel,Delhi,Tata,Harrier,1337000.0,2019,52860.0
6142,Petrol,Delhi,Hyundai,Creta,706000.0,2015,62617.0
6143,Petrol,Delhi,Maruti,IGNIS,505000.0,2022,29120.0
6144,Petrol,Delhi,Maruti,IGNIS,490000.0,2021,12872.0
6145,Diesel,Delhi,Maruti,Baleno,569000.0,2018,89202.0
6146,Petrol,Delhi,Maruti,Baleno,492000.0,2018,49010.0
6147,Diesel,Delhi,Honda,WR-V,795000.0,2020,89969.0
6148,Petrol,Delhi,Maruti,Wagon R,305000.0,2015,65977.0
6149,Cng,Delhi,Hyundai,Grand i10,443000.0,2016,29435.0
6150,Petrol,Delhi,Maruti,Baleno,664000.0,2019,36861.0
6151,Petrol,Delhi,Honda,Amaze,402000.0,2016,108133.0
6152,Petrol,Delhi,Hyundai,Creta,747000.0,2016,57437.0
6153,Cng,Delhi,Maruti,New Wagon-R,430000.0,2019,90671.0
6154,Petrol,Delhi,Hyundai,GRAND I10,686000.0,2020,18253.0
6155,Petrol,Delhi,Hyundai,Grand i10,378000.0,2015,38280.0
6156,Cng,Delhi,Tata,Tiago,719000.0,2022,17447.0
6157,Diesel,Delhi,Kia,SELTOS,1200000.0,2020,82433.0
6158,Petrol,Delhi,Maruti,Swift,245000.0,2011,21840.0
6159,Petrol,Delhi,Honda,WR-V,667000.0,2017,85482.0
6160,Petrol,Delhi,Honda,Accord,321000.0,2010,49785.0
6161,Petrol,Delhi,MG,HECTOR,1792000.0,2022,6493.0
6162,Diesel,Delhi,Ford,Ecosport,653000.0,2018,92274.0
6163,Petrol,Delhi,Honda,Brio,290000.0,2014,99665.0
6164,Petrol,Delhi,Maruti,IGNIS,435000.0,2017,50688.0
6165,Diesel,Delhi,Jeep,Compass,1557000.0,2019,35191.0
6166,Petrol,Delhi,Tata,PUNCH,623000.0,2022,21566.0
6167,Petrol,Delhi,Maruti,Wagon R,196000.0,2012,89199.0
6168,Petrol,Delhi,Maruti,Baleno,479000.0,2017,65537.0
6169,Petrol,Delhi,Nissan,MAGNITE,520000.0,2021,21845.0
6170,Petrol,Delhi,Maruti,Baleno,517000.0,2017,25403.0
6171,Petrol,Delhi,Honda,City,677000.0,2016,81296.0
6172,Diesel,Delhi,Kia,SONET,997000.0,2020,31778.0
6173,Petrol,Delhi,Honda,BR-V,588000.0,2017,66531.0
6174,Petrol,Delhi,Honda,City,714000.0,2016,78853.0
6175,Petrol,Delhi,Maruti,New Wagon-R,694000.0,2023,3524.0
6176,Petrol,Delhi,Maruti,BREZZA,1099000.0,2022,17103.0
6177,Diesel,Delhi,Tata,ALTROZ,721500.0,2021,14640.0
6178,Cng,Delhi,Honda,Jazz,470000.0,2016,62526.0
6179,Petrol,Delhi,Maruti,Celerio,328000.0,2016,46987.0
6180,Petrol,Delhi,Renault,TRIBER,687000.0,2022,13915.0
6181,Cng,Delhi,Maruti,Celerio,396000.0,2018,79923.0
6182,Petrol,Delhi,Maruti,New Wagon-R,463000.0,2019,29548.0
6183,Cng,Delhi,Maruti,Baleno,583000.0,2020,61006.0
6184,Petrol,Delhi,Maruti,Ertiga,564000.0,2014,43526.0
6185,Diesel,Delhi,Hyundai,Verna,928000.0,2019,38986.0
6186,Petrol,Delhi,Honda,City,516000.0,2015,109081.0
6187,Petrol,Delhi,Maruti,Baleno,568000.0,2020,62365.0
6188,Diesel,Delhi,Tata,NEXON,1184000.0,2022,24562.0
6189,Petrol,Delhi,Honda,Amaze,685000.0,2021,27642.0
6190,Petrol,Delhi,Honda,City,388000.0,2013,74017.0
6191,Petrol,Delhi,Datsun,Redi Go,220000.0,2018,59771.0
6192,Petrol,Delhi,Maruti,Alto K10,353000.0,2018,24278.0
6193,Petrol,Delhi,Maruti,Baleno,579000.0,2019,30519.0
6194,Petrol,Delhi,Maruti,Ritz,192000.0,2012,44382.0
6195,Petrol,Delhi,Maruti,IGNIS,430000.0,2018,22480.0
6196,Petrol,Delhi,Maruti,Alto 800,236000.0,2015,42602.0
6197,Petrol,Delhi,Hyundai,NEW SANTRO,433000.0,2019,24043.0
6198,Diesel,Delhi,Hyundai,VENUE,774000.0,2020,42506.0
6199,Cng,Delhi,Maruti,Alto K10,333000.0,2019,54914.0
6200,Petrol,Delhi,Honda,City,862000.0,2018,31071.0
6201,Petrol,Delhi,Honda,Jazz,571000.0,2018,75402.0
6202,Petrol,Delhi,Ford,Ecosport,871000.0,2020,70225.0
6203,Petrol,Delhi,Kia,CARENS,1467000.0,2022,13537.0
6204,Cng,Delhi,Maruti,Ciaz,509000.0,2014,82759.0
6205,Cng,Delhi,Maruti,New Wagon-R,411000.0,2020,90934.0
6206,Cng,Delhi,Hyundai,NEW SANTRO,535000.0,2019,71016.0
6207,Petrol,Delhi,Tata,ALTROZ,585000.0,2021,26438.0
6208,Petrol,Delhi,Toyota,Etios,371000.0,2015,100955.0
6209,Petrol,Delhi,Maruti,IGNIS,390000.0,2017,23727.0
6210,Cng,Delhi,Hyundai,AURA,733000.0,2021,56413.0
6211,Diesel,Delhi,Mahindra,XUV 3OO,973000.0,2022,30211.0
6212,Petrol,Delhi,Maruti,Swift,433000.0,2017,71763.0
6213,Petrol,Delhi,Hyundai,VENUE,908000.0,2019,43903.0
6214,Petrol,Delhi,Maruti,Swift Dzire,174000.0,2010,55536.0
6215,Petrol,Delhi,Hyundai,Grand i10,505000.0,2018,4601.0
6216,Petrol,Delhi,Maruti,Swift,422000.0,2017,36973.0
6217,Petrol,Delhi,Maruti,A Star,274500.0,2013,52925.0
6218,Petrol,Delhi,Honda,City,690000.0,2016,40718.0
6219,Petrol,Delhi,Maruti,Baleno,547000.0,2018,57129.0
6220,Cng,Delhi,Honda,WR-V,725000.0,2019,72309.0
6221,Petrol,Delhi,Volkswagen,VIRTUS,1530000.0,2023,13013.0
6222,Diesel,Delhi,Mahindra,Bolero,811000.0,2020,39995.0
6223,Petrol,Delhi,Maruti,Alto,339000.0,2020,73677.0
6224,Petrol,Delhi,Volkswagen,Polo,329000.0,2015,86447.0
6225,Petrol,Delhi,Renault,Kwid,414000.0,2021,24136.0
6226,Petrol,Delhi,Hyundai,Grand i10,401000.0,2016,62111.0
6227,Petrol,Delhi,Maruti,Baleno,614000.0,2019,24602.0
6228,Petrol,Delhi,Maruti,S PRESSO,385000.0,2020,23168.0
6229,Diesel,Delhi,Hyundai,Verna,634000.0,2016,67464.0
6230,Petrol,Delhi,Maruti,Ertiga,519000.0,2015,119680.0
6231,Cng,Delhi,Ford,New Figo,558000.0,2020,66583.0
6232,Cng,Delhi,Maruti,Celerio,405000.0,2018,92325.0
6233,Petrol,Delhi,Hyundai,Grand i10,441000.0,2018,35828.0
6234,Petrol,Delhi,Honda,City,310000.0,2012,84108.0
6235,Petrol,Delhi,Hyundai,Grand i10,460000.0,2017,70972.0
6236,Petrol,Delhi,Toyota,URBAN CRUISER,918000.0,2021,58765.0
6237,Petrol,Delhi,Renault,TRIBER,736000.0,2022,16813.0
6238,Petrol,Delhi,Maruti,Baleno,488000.0,2016,94499.0
6239,Petrol,Delhi,Tata,ALTROZ,876000.0,2022,19921.0
6240,Diesel,Delhi,Maruti,Swift,587000.0,2019,75236.0
6241,Petrol,Delhi,Hyundai,VENUE,988000.0,2019,23234.0
6242,Petrol,Delhi,Hyundai,i20,348000.0,2014,72903.0
6243,Diesel,Delhi,Kia,SELTOS,1039000.0,2019,70292.0
6244,Petrol,Delhi,Tata,Tiago,511000.0,2021,19811.0
6245,Petrol,Delhi,Maruti,Ciaz,679000.0,2019,29579.0
6246,Petrol,Delhi,Maruti,Swift,315000.0,2013,80824.0
6247,Petrol,Delhi,Maruti,Swift,422000.0,2015,75206.0
6248,Petrol,Delhi,Honda,WR-V,607000.0,2017,24349.0
6249,Cng,Delhi,Maruti,S PRESSO,465000.0,2021,62657.0
6250,Petrol,Delhi,Hyundai,Xcent,462000.0,2017,58147.0
6251,Petrol,Delhi,Honda,City,267000.0,2011,61205.0
6252,Cng,Delhi,Honda,City,640000.0,2015,76854.0
6253,Petrol,Delhi,Hyundai,Creta,908000.0,2017,90347.0
6254,Petrol,Delhi,Volkswagen,Vento,728000.0,2018,43119.0
6255,Diesel,Delhi,Toyota,Innova Crysta,1596000.0,2018,64856.0
6256,Petrol,Delhi,Maruti,Swift,626000.0,2018,60589.0
6257,Petrol,Delhi,Maruti,Celerio,271000.0,2016,76510.0
6258,Petrol,Delhi,Datsun,Redi Go,275000.0,2018,66738.0
6259,Petrol,Delhi,Ford,Ecosport,560000.0,2017,76676.0
6260,Petrol,Delhi,Tata,TIGOR,728000.0,2022,10380.0
6261,Petrol,Delhi,Ford,Ecosport,789000.0,2018,34365.0
6262,Petrol,Delhi,Maruti,Celerio X,515000.0,2018,27074.0
6263,Petrol,Delhi,Maruti,Celerio,351000.0,2017,56513.0
6264,Petrol,Delhi,Renault,Kiger,750000.0,2021,17632.0
6265,Cng,Delhi,Maruti,Ertiga,581000.0,2014,110646.0
6266,Petrol,Delhi,Hyundai,Creta,877000.0,2016,30635.0
6267,Petrol,Delhi,Tata,Tiago,744000.0,2020,9745.0
6268,Diesel,Delhi,Jeep,Compass,1203000.0,2019,54953.0
6269,Petrol,Delhi,Ford,Figo Aspire,508000.0,2019,64668.0
6270,Petrol,Delhi,Maruti,New Wagon-R,482000.0,2021,23086.0
6271,Petrol,Delhi,Hyundai,i10,214000.0,2011,76894.0
6272,Diesel,Delhi,Ford,Ecosport,892000.0,2020,37527.0
6273,Petrol,Delhi,Hyundai,Grand i10,412000.0,2015,15806.0
6274,Diesel,Delhi,Maruti,Vitara Brezza,670000.0,2019,82183.0
6275,Diesel,Delhi,Kia,SELTOS,1164000.0,2020,29540.0
6276,Petrol,Delhi,Maruti,Swift,429000.0,2015,64579.0
6277,Petrol,Delhi,Maruti,Celerio,392000.0,2020,91970.0
6278,Petrol,Delhi,Hyundai,Grand i10,451000.0,2017,34006.0
6279,Petrol,Delhi,Volkswagen,Polo,194700.0,2010,88686.0
6280,Petrol,Delhi,Honda,City,1286000.0,2021,34382.0
6281,Petrol,Delhi,Jeep,Compass,1077000.0,2019,76285.0
6282,Petrol,Delhi,Honda,Amaze,572000.0,2020,72038.0
6283,Cng,Delhi,Maruti,Alto,477700.0,2022,18468.0
6284,Petrol,Delhi,Maruti,Celerio,378000.0,2016,56721.0
6285,Petrol,Delhi,Tata,TIGOR,590000.0,2019,65240.0
6286,Petrol,Delhi,Hyundai,Grand i10,444000.0,2017,78209.0
6287,Petrol,Delhi,Hyundai,Grand i10,367000.0,2014,68317.0
6288,Cng,Delhi,Tata,Tiago,720000.0,2022,52907.0
6289,Petrol,Delhi,Hyundai,i10,163000.0,2011,74520.0
6290,Petrol,Delhi,Ford,Ecosport,521000.0,2015,88710.0
6291,Petrol,Delhi,Maruti,Celerio,372000.0,2016,57120.0
6292,Petrol,Delhi,Ford,Ecosport,607000.0,2016,58716.0
6293,Diesel,Delhi,Mahindra,XUV500,855000.0,2018,94212.0
6294,Cng,Delhi,Tata,Tiago,689000.0,2022,36971.0
6295,Petrol,Delhi,Maruti,Baleno,499000.0,2017,56740.0
6296,Petrol,Delhi,Hyundai,i10,215000.0,2011,73795.0
6297,Petrol,Delhi,Datsun,Redi Go,263000.0,2017,28950.0
6298,Petrol,Delhi,Honda,Amaze,413000.0,2017,65945.0
6299,Petrol,Delhi,Honda,Amaze,374000.0,2017,97677.0
6300,Cng,Delhi,Maruti,Dzire,863000.0,2022,19004.0
6301,Diesel,Delhi,Mahindra,XUV 3OO,752000.0,2019,44921.0
6302,Diesel,Delhi,Honda,WR-V,682000.0,2018,85959.0
6303,Cng,Delhi,Maruti,New Wagon-R,434000.0,2020,87347.0
