,CarName,Price,Year,KilometersDriven,Fuel Type,Location
217,Ford Figo,"2,49,999",2011,"33,800 km",Diesel,"Bandra West, Mumbai"
218,Tata EV,"15,50,000",2023,"4,300 km",Electric,"Vile Parle East, Mumbai"
219,Honda City,"5,65,000",2014,"55,000 km",Petrol,"Vile Parle East, Mumbai"
220,Hyundai Creta,"9,25,000",2017,"48,000 km",Petrol,"Matunga Road, Mumbai"
221,Mercedes-Benz GLE Class,"75,00,000",2020,"47,000 km",Diesel,"Matunga Road, Mumbai"
222,Maruti Suzuki Vitara-Brezza,"8,11,000",2017,"56,242 km",Diesel,"Chembur, Mumbai"
223,BMW 5 Series,"38,00,000",2017,"63,000 km",Diesel,"Bandra West, Mumbai"
224,Toyota Innova Crysta,"15,99,000",2016,"140,247 km",Diesel,"Kurla West, Mumbai"
225,Tata Harrier,"13,00,000",2019,"81,000 km",Diesel,"Kurla West, Mumbai"
226,Isuzu D-Max V-Cross,"14,99,000",2018,"56,000 km",Diesel,"Waterfield Road Bandra West, Mumbai"
227,Honda Civic,"13,50,000",2019,"32,000 km",Petrol,"Bandra West, Mumbai"
228,Honda City,"6,50,000",2016,"40,000 km",Petrol,"Dadar East, Mumbai"
229,Mahindra XUV500,"9,95,000",2015,"73,000 km",Diesel,"Bandra West, Mumbai"
230,Hyundai i10,"2,95,000",2014,"75,000 km",Petrol,"Sion East, Mumbai"
231,Toyota Innova Crysta,"29,99,000",2021,"16,256 km",Diesel,"Kurla West, Mumbai"
232,Tata Nexon EV Max,"16,90,000",2022,"13,000 km",Electric,"Vile Parle East, Mumbai"
233,Honda City,"6,25,000",2015,"48,000 km",Petrol,"Matunga Road, Mumbai"
