CarName,Price,Year,KilometersDriven,Fuel Type,Location
Maruti Wagon R LXI CNG,3.45 Lakh,2015,"76,000 km",CNG,"N I B M, Pune"
Maruti Wagon R VXI BS IV,3.47 Lakh,2014,"72,235 km",Petrol,"Undri, Pune"
Maruti Swift Dzire VXI,5.79 Lakh,2015,"23,866 km",Petrol,"Thathawade, Pune"
Ford Endeavour 3.2 Titanium AT 4X4,22 Lakh,2016,"81,000 km",Diesel,"Mundhwa, Pune"
Hyundai Santro Sportz AMT BSIV,5.15 Lakh,2018,"41,111 km",Petrol,"Undri, Pune"
Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.10 Lakh,2019,"71,805 km",Petrol,"Thathawade, Pune"
Toyota Fortuner 4x4 MT,14.35 Lakh,2013,"2,25,000 km",Diesel,"Chinchwadgaon, Pune"
Maruti SX4 S Cross Zeta DDiS 200 SH,6.80 Lakh,2016,"83,000 km",Diesel,"Chinchwadgaon, Pune"
Mahindra Xylo D4 BSIII,2.51 Lakh,2009,"89,000 km",Diesel,"Hadapsar, Pune"
Toyota Innova 2.5 E Diesel PS 8-Seater,8.11 Lakh,2012,"1,45,000 km",Diesel,"Hadapsar, Pune"
Honda WR-V i-VTEC VX,6.35 Lakh,2017,"65,000 km",Petrol,"Kothrud, Pune"
Honda Amaze S i-Dtech,3.65 Lakh,2013,"90,542 km",Diesel,"Wakad, Pune"
Maruti Ritz VXi,2.71 Lakh,2013,"90,000 km",Petrol,"Hadapsar, Pune"
Maruti Baleno 1.2 Zeta,5.35 Lakh,2016,"46,460 km",Petrol,"Undri, Pune"
Maruti Swift Dzire VXI,4.48 Lakh,2014,"95,257 km",Petrol,"Thathawade, Pune"
Hyundai Venue SX Opt Diesel,11.25 Lakh,2019,"71,000 km",Diesel,"N I B M, Pune"
Honda Amaze VX Petrol BSIV,6.82 Lakh,2019,"31,227 km",Petrol,"Thathawade, Pune"
Honda Jazz 1.2 V AT i VTEC,4.90 Lakh,2016,"72,758 km",Petrol,"Thathawade, Pune"
Maruti Baleno Delta,7.95 Lakh,2022,"8,856 km",Petrol,"Rasta Peth, Pune"
Maruti Swift VDI,3.88 Lakh,2012,"81,633 km",Diesel,"Undri, Pune"
Mercedes-Benz C-Class C 200 CGI Avantgarde,11.50 Lakh,2012,"46,900 km",Petrol,"R.s., Pune"
Hyundai Verna 1.6 SX VTVT,8.88 Lakh,2017,"37,185 km",Petrol,"Undri, Pune"
Honda City V MT,10.96 Lakh,2021,"16,304 km",Petrol,"Thathawade, Pune"
Mercedes-Benz B Class B180 CDI,12.75 Lakh,2014,"86,000 km",Diesel,"Mundhwa, Pune"
Maruti Swift Dzire VXI,4.57 Lakh,2014,"71,844 km",Petrol,"Undri, Pune"
Volkswagen Vento 1.2 TSI Highline AT,6.93 Lakh,2017,"71,715 km",Petrol,"Thathawade, Pune"
Audi Q3 35 TDI Quattro Premium Plus,24.75 Lakh,2017,"46,500 km",Diesel,"R.s., Pune"
Mercedes-Benz E-Class E350 CDI Avantgarde,13.50 Lakh,2012,"46,800 km",Diesel,"R.s., Pune"
Jaguar XF 2.2 Litre Luxury,16 Lakh,2014,"62,000 km",Diesel,"City, Pune"
Mercedes-Benz M-Class ML 250 CDI,24 Lakh,2015,"1,03,050 km",Diesel,"Mundhwa, Pune"
Toyota Innova 2.5 VX (Diesel) 8 Seater,10.95 Lakh,2014,"1,65,000 km",Diesel,"Chinchwadgaon, Pune"
Kia Sonet HTK BSVI,9 Lakh,2021,"25,700 km",Petrol,"R.s., Pune"
Skoda Kushaq 1.0 TSI Ambition AT BSVI,15.25 Lakh,2021,"19,600 km",Petrol,"R.s., Pune"
Honda City S,4.03 Lakh,2013,"1,20,960 km",Petrol,"Undri, Pune"
Hyundai Grand i10 Asta Option,5 Lakh,2016,"32,226 km",Petrol,"Thathawade, Pune"
Kia Seltos HTK Plus G,10.80 Lakh,2019,"43,580 km",Petrol,"Nanded, Pune"
Honda City i-VTEC CVT ZX,10.26 Lakh,2019,"52,006 km",Petrol,"Thathawade, Pune"
Maruti Baleno 1.2 Alpha,5.42 Lakh,2017,"90,752 km",Petrol,"Undri, Pune"
Hyundai i20 Magna 1.2,5.50 Lakh,2016,"40,000 km",Petrol,Pune
Maruti Swift ZDI BSIV,6.11 Lakh,2015,"90,673 km",Diesel,"Undri, Pune"
Renault KWID 1.0 RXT AMT Opt,4.96 Lakh,2022,"10,000 km",Petrol,Pune
Maruti Baleno 1.2 Alpha,5.98 Lakh,2017,"48,040 km",Petrol,"Thathawade, Pune"
Maruti Wagon R LXI CNG,3.81 Lakh,2014,"1,05,104 km",CNG,"Undri, Pune"
Renault Duster 85PS Diesel RxL Optional with Nav,4.25 Lakh,2013,"1,20,000 km",Diesel,Pune
Honda City ZX MT,12.03 Lakh,2021,"44,260 km",Petrol,"Undri, Pune"
Maruti Wagon R LXI CNG,3.69 Lakh,2014,"88,879 km",CNG,"Undri, Pune"
Maruti Alto 800 LXi,1.35 Lakh,2008,"70,000 km",Petrol,"Chinchwadgaon, Pune"
Toyota Etios VX,5 Lakh,2015,"50,000 km",Petrol,Pune
Kia Seltos HTX Plus AT D,15.50 Lakh,2019,"51,000 km",Diesel,"Camp, Pune"
Hyundai Grand i10 CRDi Sportz,3.60 Lakh,2015,"1,20,000 km",Diesel,Pune
Hyundai Xcent CRDi Prime T Plus,4 Lakh,2018,"1,20,000 km",Diesel,Pune
Nissan Terrano XV Premium 110 PS,5 Lakh,2015,"1,00,000 km",Diesel,Pune
Audi A6 2.0 TDI Premium Plus,10 Lakh,2012,"1,10,000 km",Diesel,Pune
Hyundai Santro Sportz BSIV,4.98 Lakh,2019,"30,514 km",Petrol,"Undri, Pune"
Maruti Ritz ZXi,3.39 Lakh,2014,"79,227 km",Petrol,"Thathawade, Pune"
Hyundai Xcent 1.2 VTVT E Plus,3.30 Lakh,2017,"1,20,000 km",Petrol,Pune
Maruti Ciaz AT ZXi Plus,7.25 Lakh,2016,"54,000 km",Petrol,"Range Hills, Pune"
Honda Amaze VX Petrol BSIV,6.56 Lakh,2019,"52,848 km",Petrol,"Thathawade, Pune"
Hyundai Grand i10 Magna,3.80 Lakh,2015,"65,000 km",Petrol,"Kothrud, Pune"
Hyundai Grand i10 Asta Option AT,5.75 Lakh,2016,"51,314 km",Petrol,"Undri, Pune"
Maruti Wagon R LXI,2.41 Lakh,2011,"44,000 km",Petrol,"Hadapsar, Pune"
Maruti Baleno 1.2 Zeta,6.29 Lakh,2019,"83,265 km",Petrol,"Undri, Pune"
Hyundai Santro Sportz BSIV,4.95 Lakh,2019,"31,118 km",Petrol,"Undri, Pune"
Tata Harrier XT Plus BSVI,17 Lakh,2022,"30,380 km",Diesel,"Nanded, Pune"
Maruti Baleno 1.2 Delta,5.58 Lakh,2017,"53,656 km",Petrol,"Undri, Pune"
Hyundai Xcent 1.2 Kappa AT SX Option,4.62 Lakh,2014,"91,339 km",Petrol,"Thathawade, Pune"
Chrysler 300 C,27 Lakh,2008,"60,000 km",Petrol,Pune
Maruti Swift Dzire VXI 1.2 BS IV,6.25 Lakh,2017,"28,000 km",Petrol,"Chinchwadgaon, Pune"
Toyota Glanza G,7.25 Lakh,2020,"29,341 km",Petrol,"Rasta Peth, Pune"
Maruti Swift Dzire ZXI,5.40 Lakh,2016,"81,000 km",Petrol,"Hadapsar, Pune"
Maruti Zen Estilo VXI BSIV,2.50 Lakh,2011,"1,20,000 km",Petrol,Pune
Honda City i VTEC V,5.40 Lakh,2015,"1,08,000 km",Petrol,"Kothrud, Pune"
Audi Q3 30 TDI Premium FWD,21.50 Lakh,2018,"1,10,000 km",Diesel,Pune
Hyundai Grand i10 Asta Option AT,5.40 Lakh,2016,"73,202 km",Petrol,"Thathawade, Pune"
Maruti Ritz VXi,3.71 Lakh,2013,"34,840 km",Petrol,"Undri, Pune"
Honda City i-DTEC ZX,7.95 Lakh,2017,"94,000 km",Diesel,"Kothrud, Pune"
Honda Jazz VX CVT,7.59 Lakh,2019,"43,500 km",Petrol,"Thathawade, Pune"
Maruti Ciaz ZXi,6.28 Lakh,2017,"42,387 km",Petrol,"Thathawade, Pune"
Maruti Celerio VXI,3.75 Lakh,2015,"59,482 km",Petrol,"Nanded, Pune"
Maruti Ritz ZXi,2.56 Lakh,2011,"75,312 km",Petrol,"Undri, Pune"
Tata Nexon 1.5 Revotorq XZ Plus,7.75 Lakh,2018,"1,00,000 km",Diesel,"Kondhwa Road, Pune"
Maruti Ritz VXi,3.74 Lakh,2014,"74,926 km",Petrol,"Undri, Pune"
Maruti Ritz VXi,3.64 Lakh,2013,"41,021 km",Petrol,"Undri, Pune"
Maruti Wagon R LXI BS IV,2.35 Lakh,2010,"72,200 km",Petrol,"Dehu Road Cantt, Pune"
Maruti Ritz VXi,3.84 Lakh,2014,"35,649 km",Petrol,"Undri, Pune"
Hyundai Grand i10 Sportz Celebration Edition,5.02 Lakh,2016,"36,194 km",Petrol,"Undri, Pune"
Honda City 1.5 S MT,3.15 Lakh,2011,"99,000 km",Petrol,"Kothrud, Pune"
Nissan Micra XV CVT,3.49 Lakh,2014,"65,000 km",Petrol,"Yerwada, Pune"
Honda CR-V 2.4L 4WD AT,7.25 Lakh,2013,"88,000 km",Petrol,"City, Pune"
Maruti Baleno 1.2 Zeta,5.50 Lakh,2016,"71,000 km",Petrol,"Chinchwadgaon, Pune"
Maruti Swift DDiS VDI,5.30 Lakh,2014,"1,05,000 km",Diesel,"Chinchwadgaon, Pune"
Mahindra Bolero mHAWK D70 SLX,7.99 Lakh,2018,"1,06,000 km",Diesel,"Shaniwar Peth, Pune"
