CarName,Price,Year,KilometersDriven,Fuel Type,Location
Tata Nexon XZ Plus Optional Diesel,11.56 Lakh,2020,10K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki Vitara Brezza ZDi Plus,8.11 Lakh,2016,46K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Kia Sonet HTX 1.0 iMT,9.96 Lakh,2020,4K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Hyundai Verna 1.6 CRDI SX (O) AT,11.15 Lakh,2019,41K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Toyota Yaris V,7.63 Lakh,2018,29K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Toyota Yaris J CVT,8.26 Lakh,2019,23K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Kia Seltos GTX Plus DCT,15.57 Lakh,2020,32K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Toyota Yaris G,8.86 Lakh,2020,37K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Datsun Redi-GO S 1.0,3.29 Lakh,2019,21K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Datsun Redi-GO T(O) 1.0,2.80 Lakh,2018,53K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,7.24 Lakh,2022,10K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Skoda Superb Elegance 1.8 TSI MT,7.99 Lakh,2015,71K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Skoda Octavia Style Plus 1.8 TSI AT,10.83 Lakh,2017,60K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Honda WR-V i-DTEC VX,7.59 Lakh,2017,84K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Hyundai Creta 1.6 SX Plus Petrol,8.78 Lakh,2017,80K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Tata Nano Twist XT Petrol,1.62 Lakh,2015,58K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Nissan Sunny XV CVT,6.54 Lakh,2017,51K km,Petrol,"Spinny Park, Hinjewadi, Pune"
