ListingID,CarName,Price,Year,KilometersDriven,FuelType,Location,ListingURL,ImageURL
31,Hyundai Venue S 1.2,8.36 Lakh,2021,17000,Petrol,"Spinny Hub, VR Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/hyundai/venue/s-12-whitefield-2021/11027789/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/7K%2BBu_v3Q9C1WM0bogyn0A/tab/file.JPG?w=300&dpr=1.0
32,Nissan Micra XV CVT,4.99 Lakh,2015,30000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/nissan/micra/xv-cvt-malleshwaram-2015/11115252/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/9Zt4joV9SuO5m%2BwcazN5Ng/tab/file.JPG?w=300&dpr=1.0
33,Ford Figo Aspire Titanium Plus 1.2 Ti-VCT,4.72 Lakh,2015,59000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/ford/figo-aspire/titanium-plus-12-ti-vct-btm-layout-2015/11151913/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/wEjz7AsYRZapueJ91zQDfg/tab/file.JPG?w=300&dpr=1.0
34,Honda Brio VX MT,3.27 Lakh,2013,80000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/honda/brio/vx-mt-btm-layout-2013/11087936/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/oCbWNVqSTSWLAg8IbhrQeA/tab/file.JPG?w=300&dpr=1.0
35,Hyundai New Santro 1.1 Sportz AMT,5.76 Lakh,2019,9000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/hyundai/new-santro-11/sportz-amt-btm-layout-2019/11174961/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/ARzA_AYxSy60iglJBTsueg/tab/file.JPG?w=300&dpr=1.0
36,Hyundai Elite i20 Sportz 1.2,6.10 Lakh,2017,78000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/hyundai/elite-i20/sportz-12-malleshwaram-2017/10958207/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/AMZntfJHSLiDnpsu_Ahb6A/tab/file.JPG?w=300&dpr=1.0
37,Datsun GO T,2.86 Lakh,2014,24000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/datsun/go/t-btm-layout-2014/11035805/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/8MSPvi%2BjRTipadoGkyi0Dg/tab/file.JPG?w=300&dpr=1.0
38,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,6.15 Lakh,2019,45000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/hyundai/grand-i10/sportz-12-kappa-vtvt-btm-layout-2019/11202460/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/bjoOY4MPT9CJUivQzqPZ0w/tab/file.JPG?w=300&dpr=1.0
39,Ford Freestyle Titanium 1.5 TDCI,8.10 Lakh,2019,41000,Diesel,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/ford/freestyle/titanium-15-tdci-btm-layout-2019/11247620/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/2bjKHVvXS46O2Loe_hCtJw/tab/file.JPG?w=300&dpr=1.0
40,Volkswagen Vento Comfortline Petrol AT,6.37 Lakh,2016,62000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/volkswagen/vento/comfortline-petrol-at-btm-layout-2016/11021916/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/AG5LNZL9Qh2U4c3dstGZkg/tab/file.JPG?w=300&dpr=1.0
